request_id,site_id,product_id,season,quantity_requested,request_date
6057,106,1,25A,2038,2025-10-01
6058,106,5,25A,7313,2025-10-07
6059,106,1,25B,4700,2026-02-18
6060,106,4,25B,7463,2026-02-20
6061,106,2,25B,1324,2026-02-25
6062,106,2,25B,3630,2026-02-21
6063,106,2,25B,4159,2026-02-04
6064,106,4,25B,5173,2026-02-01
6065,106,5,25B,701,2026-02-08
6066,107,4,25A,2984,2025-10-02
6067,107,4,25A,1359,2025-10-23
6068,107,5,25A,2264,2025-10-08
6069,107,5,25A,7332,2025-10-08
6070,107,1,25A,7085,2025-10-22
6071,107,4,25A,4838,2025-10-15
6072,107,1,25A,2221,2025-10-03
6073,107,4,25B,636,2026-02-02
6074,107,4,25B,3761,2026-02-26
6075,107,4,25B,2685,2026-02-25
6076,108,1,25A,1846,2025-10-18
6077,108,5,25A,2935,2025-10-16
6078,108,1,25A,4033,2025-10-25
6079,108,3,25A,4582,2025-10-03
6080,108,3,25A,6080,2025-10-07
6081,108,3,25A,3629,2025-10-22
6082,108,3,25B,2857,2026-02-21
6083,108,5,25B,21314,2026-02-03
6084,108,1,25B,16204,2026-02-22
6085,108,5,25B,6215,2026-02-04
6086,108,5,25B,7073,2026-02-18
6087,108,2,25B,4520,2026-02-05
6088,108,5,25B,7333,2026-02-26
6089,109,1,25A,4243,2025-10-24
6090,109,4,25A,2555,2025-10-06
6091,109,2,25A,2646,2025-10-23
6092,109,4,25A,1088,2025-10-20
6093,109,3,25A,7056,2025-10-10
6094,109,2,25B,5496,2026-02-13
6095,109,1,25B,3888,2026-02-05
6096,109,1,25B,4130,2026-02-08
6097,109,1,25B,6593,2026-02-26
6098,109,3,25B,2991,2026-02-26
6099,110,4,25A,5246,2025-10-11
6100,110,5,25A,6899,2025-10-01
6101,110,5,25A,8878,2025-10-09
6102,110,2,25A,5265,2025-10-07
6103,110,5,25A,1009,2025-10-25
6104,110,4,25A,6811,2025-10-10
6105,110,3,25A,637,2025-10-07
6106,110,4,25A,6241,2025-10-11
6107,110,3,25B,4371,2026-02-11
6108,110,5,25B,4378,2026-02-19
6109,110,5,25B,1602,2026-02-15
6110,110,4,25B,2443,2026-02-13
6111,110,2,25B,3135,2026-02-12
6112,110,2,25B,4826,2026-02-15
6113,110,5,25B,3170,2026-02-14
6114,111,2,25A,3308,2025-10-10
6115,111,3,25A,7184,2025-10-23
6116,111,4,25A,8181,2025-10-13
6117,111,2,25A,8624,2025-10-25
6118,111,2,25A,945,2025-10-15
6119,111,1,25A,1028,2025-10-17
6120,111,2,25B,4720,2026-02-11
6121,111,1,25B,1533,2026-02-14
6122,111,2,25B,5049,2026-02-07
6123,111,2,25B,6849,2026-02-09
6124,111,1,25B,5670,2026-02-02
6125,111,5,25B,1889,2026-02-03
6126,111,2,25B,4749,2026-02-01
6127,111,4,25B,3045,2026-02-07
6128,112,4,25A,7430,2025-10-15
6129,112,4,25A,16886,2025-10-01
6130,112,2,25A,7700,2025-10-19
6131,112,2,25A,7121,2025-10-04
6132,112,1,25A,8362,2025-10-01
6133,113,3,25A,1989,2025-10-17
6134,113,1,25A,22166,2025-10-02
6135,113,4,25A,5730,2025-10-14
6136,113,2,25A,6970,2025-10-04
6137,113,3,25A,4026,2025-10-21
6138,113,5,25B,2829,2026-02-05
6139,113,5,25B,7991,2026-02-20
6140,113,2,25B,5085,2026-02-21
6141,113,1,25B,4824,2026-02-03
6142,113,4,25B,7361,2026-02-19
6143,114,2,25A,4036,2025-10-15
6144,114,2,25A,3910,2025-10-09
6145,114,4,25A,2646,2025-10-13
6146,114,5,25A,2160,2025-10-02
6147,114,1,25A,8658,2025-10-18
6148,114,4,25B,3133,2026-02-23
6149,114,5,25B,4045,2026-02-04
6150,114,3,25B,3981,2026-02-15
6151,114,2,25B,5001,2026-02-20
6152,115,1,25A,2337,2025-10-11
6153,115,1,25A,7710,2025-10-17
6154,115,1,25A,7751,2025-10-20
6155,115,2,25A,1954,2025-10-02
6156,115,3,25A,5049,2025-10-22
6157,115,3,25B,7608,2026-02-25
6158,115,3,25B,3793,2026-02-04
6159,115,2,25B,5040,2026-02-14
6160,116,5,25A,1884,2025-10-18
6161,116,4,25A,5830,2025-10-17
6162,116,2,25A,16493,2025-10-26
6163,116,2,25A,4246,2025-10-04
6164,116,2,25A,6644,2025-10-12
6165,116,3,25A,5268,2025-10-05
6166,116,5,25A,6869,2025-10-20
6167,116,3,25A,6601,2025-10-10
6168,116,4,25B,8219,2026-02-05
6169,116,2,25B,1656,2026-02-09
6170,116,5,25B,3342,2026-02-05
6171,116,1,25B,1686,2026-02-20
6172,116,4,25B,2301,2026-02-15
6173,117,4,25A,1138,2025-10-09
6174,117,2,25A,6486,2025-10-23
6175,117,3,25A,7795,2025-10-15
6176,117,4,25A,8617,2025-10-25
6177,117,1,25B,4637,2026-02-19
6178,117,3,25B,5522,2026-02-08
6179,117,2,25B,663,2026-02-12
6180,117,4,25B,1571,2026-02-12
6181,117,3,25B,5805,2026-02-08
6182,117,2,25B,2873,2026-02-06
6183,117,1,25B,4157,2026-02-07
6184,117,5,25B,866,2026-02-14
6185,118,1,25A,12855,2025-10-18
6186,118,2,25A,8466,2025-10-11
6187,118,4,25A,2846,2025-10-04
6188,118,1,25A,10412,2025-10-03
6189,118,4,25A,7514,2025-10-01
6190,118,3,25A,7481,2025-10-12
6191,118,2,25A,4835,2025-10-19
6192,118,4,25B,8679,2026-02-04
6193,118,1,25B,6472,2026-02-26
6194,118,4,25B,8604,2026-02-26
6195,118,1,25B,2716,2026-02-20
6196,118,3,25B,5056,2026-02-02
6197,118,3,25B,1472,2026-02-22
6198,119,3,25A,5338,2025-10-22
6199,119,4,25A,6028,2025-10-22
6200,119,3,25A,1099,2025-10-13
6201,119,5,25A,1432,2025-10-03
6202,119,1,25A,3291,2025-10-07
6203,119,2,25B,7329,2026-02-24
6204,119,1,25B,4021,2026-02-04
6205,119,3,25B,971,2026-02-02
6206,119,5,25B,2030,2026-02-09
6207,119,5,25B,3939,2026-02-13
6208,120,5,25A,860,2025-10-16
6209,120,3,25A,7337,2025-10-25
6210,120,2,25A,3046,2025-10-18
6211,120,2,25A,3167,2025-10-05
6212,120,2,25A,5072,2025-10-07
6213,120,5,25A,6115,2025-10-25
6214,120,5,25A,18898,2025-10-09
6215,120,1,25B,5369,2026-02-21
6216,120,5,25B,6245,2026-02-05
6217,120,3,25B,7251,2026-02-23
6218,120,3,25B,3873,2026-02-22
6219,120,3,25B,8453,2026-02-10
6220,121,4,25A,3151,2025-10-02
6221,121,3,25A,1972,2025-10-03
6222,121,5,25A,4986,2025-10-12
6223,121,5,25B,2269,2026-02-11
6224,121,5,25B,8027,2026-02-17
6225,121,3,25B,15687,2026-02-19
6226,121,2,25B,6998,2026-02-22
6227,121,1,25B,1181,2026-02-24
6228,121,2,25B,3025,2026-02-09
6229,122,1,25A,6545,2025-10-04
6230,122,5,25A,7284,2025-10-11
6231,122,4,25A,4656,2025-10-23
6232,122,4,25A,1250,2025-10-19
6233,122,1,25B,7826,2026-02-06
6234,122,2,25B,8304,2026-02-10
6235,122,2,25B,8264,2026-02-18
6236,122,4,25B,7858,2026-02-04
6237,123,5,25A,7734,2025-10-10
6238,123,3,25A,2063,2025-10-18
6239,123,2,25A,7009,2025-10-05
6240,123,3,25A,2926,2025-10-26
6241,123,3,25A,2620,2025-10-06
6242,123,1,25A,12730,2025-10-21
6243,123,4,25B,2221,2026-02-23
6244,123,2,25B,6521,2026-02-10
6245,123,5,25B,5072,2026-02-06
6246,123,1,25B,2486,2026-02-24
6247,123,1,25B,3919,2026-02-08
6248,124,4,25A,3604,2025-10-21
6249,124,4,25A,5222,2025-10-04
6250,124,1,25A,7446,2025-10-12
6251,124,2,25A,4526,2025-10-19
6252,124,2,25A,1699,2025-10-19
6253,124,1,25A,8412,2025-10-17
6254,124,3,25A,8074,2025-10-14
6255,124,3,25A,4608,2025-10-13
6256,124,1,25B,6588,2026-02-06
6257,124,5,25B,1946,2026-02-09
6258,124,2,25B,8954,2026-02-15
6259,124,1,25B,7030,2026-02-11
6260,124,4,25B,8824,2026-02-07
6261,124,1,25B,8666,2026-02-08
6262,124,2,25B,7115,2026-02-21
6263,124,2,25B,5404,2026-02-15
6264,125,4,25A,1347,2025-10-09
6265,125,3,25A,4044,2025-10-20
6266,125,3,25A,6081,2025-10-11
6267,125,3,25B,4533,2026-02-05
6268,125,2,25B,8223,2026-02-17
6269,125,1,25B,8527,2026-02-25
6270,125,1,25B,1960,2026-02-12
6271,126,5,25A,8484,2025-10-23
6272,126,4,25A,1677,2025-10-05
6273,126,1,25A,5030,2025-10-02
6274,126,5,25A,2602,2025-10-18
6275,126,5,25B,7304,2026-02-07
6276,126,4,25B,4411,2026-02-25
6277,126,5,25B,6138,2026-02-13
6278,126,1,25B,4939,2026-02-21
6279,126,5,25B,2342,2026-02-09
6280,126,4,25B,8310,2026-02-19
6281,126,3,25B,6903,2026-02-01
6282,126,5,25B,5008,2026-02-23
6283,127,4,25A,2663,2025-10-11
6284,127,2,25A,6849,2025-10-03
6285,127,1,25A,8059,2025-10-02
6286,127,5,25A,6295,2025-10-24
6287,127,1,25A,3795,2025-10-02
6288,127,1,25A,1314,2025-10-21
6289,127,5,25A,4082,2025-10-12
6290,127,3,25A,4144,2025-10-04
6291,127,5,25B,1253,2026-02-06
6292,127,1,25B,3078,2026-02-07
6293,127,1,25B,5837,2026-02-09
6294,127,4,25B,4353,2026-02-12
6295,127,4,25B,2591,2026-02-13
6296,127,1,25B,5805,2026-02-25
6297,127,1,25B,1203,2026-02-18
6298,127,5,25B,8682,2026-02-16
6299,128,3,25A,3678,2025-10-21
6300,128,1,25A,8721,2025-10-05
6301,128,2,25A,1885,2025-10-06
6302,128,5,25A,2481,2025-10-10
6303,128,5,25A,1518,2025-10-14
6304,128,5,25A,6212,2025-10-22
6305,128,3,25B,7306,2026-02-01
6306,128,3,25B,5948,2026-02-18
6307,128,3,25B,2185,2026-02-26
6308,128,1,25B,777,2026-02-03
6309,128,1,25B,1061,2026-02-21
6310,129,3,25A,15696,2025-10-12
6311,129,2,25A,5215,2025-10-24
6312,129,5,25A,8606,2025-10-15
6313,129,4,25A,986,2025-10-13
6314,129,4,25B,5905,2026-02-21
6315,129,4,25B,13891,2026-02-23
6316,129,1,25B,7525,2026-02-12
6317,129,3,25B,701,2026-02-19
6318,130,1,25A,1160,2025-10-23
6319,130,4,25A,18563,2025-10-19
6320,130,3,25A,3222,2025-10-04
6321,130,4,25A,4496,2025-10-14
6322,130,1,25A,7754,2025-10-16
6323,130,4,25A,8893,2025-10-12
6324,130,3,25A,4592,2025-10-04
6325,130,5,25B,896,2026-02-12
6326,130,4,25B,2975,2026-02-04
6327,130,4,25B,2363,2026-02-12
6328,130,3,25B,3171,2026-02-10
6329,131,2,25A,3910,2025-10-01
6330,131,4,25A,4927,2025-10-23
6331,131,2,25A,787,2025-10-07
6332,131,5,25B,23668,2026-02-10
6333,131,1,25B,14674,2026-02-12
6334,131,5,25B,3045,2026-02-13
6335,131,1,25B,985,2026-02-03
6336,132,5,25A,4838,2025-10-05
6337,132,2,25A,5058,2025-10-06
6338,132,3,25A,2281,2025-10-13
6339,132,3,25A,3530,2025-10-12
6340,132,2,25A,2396,2025-10-12
6341,132,5,25A,2603,2025-10-09
6342,132,1,25A,6567,2025-10-18
6343,132,5,25A,5079,2025-10-12
6344,132,1,25B,8536,2026-02-03
6345,132,2,25B,8264,2026-02-10
6346,132,2,25B,2497,2026-02-06
6347,132,5,25B,8439,2026-02-09
6348,133,1,25A,7041,2025-10-20
6349,133,4,25A,904,2025-10-03
6350,133,1,25A,4963,2025-10-23
6351,133,2,25A,4485,2025-10-07
6352,133,3,25A,8300,2025-10-12
6353,133,3,25A,1017,2025-10-04
6354,133,3,25A,6223,2025-10-26
6355,133,3,25B,2027,2026-02-08
6356,133,2,25B,5336,2026-02-07
6357,133,3,25B,4902,2026-02-02
6358,133,2,25B,2162,2026-02-04
6359,133,4,25B,1474,2026-02-20
6360,133,5,25B,1337,2026-02-16
6361,133,4,25B,4400,2026-02-09
6362,133,4,25B,7328,2026-02-17
6363,134,5,25A,6887,2025-10-13
6364,134,3,25A,12781,2025-10-10
6365,134,2,25A,3180,2025-10-17
6366,134,2,25A,3034,2025-10-16
6367,134,3,25A,6572,2025-10-12
6368,134,1,25B,1663,2026-02-01
6369,134,5,25B,5744,2026-02-16
6370,134,4,25B,2416,2026-02-20
6371,134,4,25B,6511,2026-02-18
6372,134,2,25B,3055,2026-02-05
6373,134,4,25B,931,2026-02-17
6374,134,2,25B,6954,2026-02-07
6375,134,3,25B,4221,2026-02-17
6376,135,1,25A,7002,2025-10-10
6377,135,1,25A,13003,2025-10-01
6378,135,2,25A,1627,2025-10-06
6379,135,2,25B,1764,2026-02-03
6380,135,4,25B,1180,2026-02-19
6381,135,1,25B,1157,2026-02-19
6382,135,3,25B,7770,2026-02-13
6383,135,1,25B,4805,2026-02-11
6384,136,5,25A,1542,2025-10-18
6385,136,2,25A,2824,2025-10-13
6386,136,2,25A,7372,2025-10-23
6387,136,3,25B,8000,2026-02-02
6388,136,4,25B,1495,2026-02-02
6389,136,5,25B,2763,2026-02-14
6390,137,4,25A,4529,2025-10-24
6391,137,2,25A,5087,2025-10-25
6392,137,5,25A,3527,2025-10-03
6393,137,3,25A,1425,2025-10-06
6394,137,1,25A,1066,2025-10-18
6395,137,4,25A,4534,2025-10-09
6396,137,5,25A,6240,2025-10-20
6397,137,5,25B,15221,2026-02-11
6398,137,3,25B,2189,2026-02-17
6399,137,4,25B,1478,2026-02-08
6400,138,1,25A,2462,2025-10-24
6401,138,4,25A,4348,2025-10-01
6402,138,4,25A,1801,2025-10-05
6403,138,5,25A,1488,2025-10-01
6404,138,3,25A,1530,2025-10-24
6405,138,5,25A,8022,2025-10-26
6406,138,1,25A,884,2025-10-21
6407,138,3,25A,8498,2025-10-02
6408,138,1,25B,2734,2026-02-03
6409,138,5,25B,8956,2026-02-06
6410,138,3,25B,4247,2026-02-04
6411,138,5,25B,5778,2026-02-17
6412,138,1,25B,10575,2026-02-21
6413,138,5,25B,2698,2026-02-24
6414,138,5,25B,3069,2026-02-07
6415,138,3,25B,13802,2026-02-07
6416,139,1,25A,6872,2025-10-18
6417,139,3,25A,6101,2025-10-10
6418,139,2,25A,5179,2025-10-07
6419,139,2,25A,818,2025-10-10
6420,139,2,25A,1994,2025-10-03
6421,139,1,25B,7473,2026-02-08
6422,139,1,25B,4264,2026-02-11
6423,139,3,25B,4481,2026-02-16
6424,139,4,25B,5035,2026-02-13
6425,139,2,25B,5287,2026-02-22
6426,139,5,25B,8165,2026-02-15
6427,139,3,25B,8944,2026-02-03
6428,139,5,25B,2629,2026-02-13
6429,140,5,25A,5428,2025-10-07
6430,140,1,25A,6182,2025-10-02
6431,140,1,25A,4404,2025-10-06
6432,140,2,25A,7661,2025-10-24
6433,140,2,25A,20510,2025-10-15
6434,140,3,25A,4781,2025-10-13
6435,140,3,25A,1153,2025-10-09
6436,140,4,25B,6809,2026-02-20
6437,140,2,25B,3802,2026-02-07
6438,140,3,25B,870,2026-02-25
6439,140,4,25B,7423,2026-02-01
6440,140,3,25B,5999,2026-02-02
6441,140,5,25B,2501,2026-02-14
6442,140,5,25B,7382,2026-02-18
6443,140,2,25B,1747,2026-02-14
6444,141,2,25A,5238,2025-10-08
6445,141,1,25A,8914,2025-10-03
6446,141,1,25A,2086,2025-10-06
6447,141,3,25B,7634,2026-02-15
6448,141,3,25B,6262,2026-02-12
6449,141,1,25B,1208,2026-02-14
6450,141,1,25B,3116,2026-02-21
6451,141,1,25B,5259,2026-02-14
6452,142,2,25A,3551,2025-10-20
6453,142,3,25A,3837,2025-10-19
6454,142,1,25A,5469,2025-10-23
6455,142,4,25B,1114,2026-02-16
6456,142,4,25B,2143,2026-02-01
6457,142,3,25B,837,2026-02-14
6458,142,4,25B,3017,2026-02-16
6459,142,1,25B,4507,2026-02-22
6460,143,3,25A,2298,2025-10-22
6461,143,4,25A,5734,2025-10-02
6462,143,3,25A,3713,2025-10-16
6463,143,1,25A,2928,2025-10-12
6464,143,2,25A,8640,2025-10-12
6465,143,3,25A,4997,2025-10-03
6466,143,2,25B,904,2026-02-24
6467,143,5,25B,2421,2026-02-04
6468,143,2,25B,5217,2026-02-13
6469,144,1,25A,6539,2025-10-04
6470,144,4,25A,1342,2025-10-11
6471,144,3,25A,8422,2025-10-12
6472,144,3,25A,1083,2025-10-11
6473,144,1,25A,6257,2025-10-09
6474,144,4,25B,22129,2026-02-23
6475,144,2,25B,6345,2026-02-13
6476,144,5,25B,5330,2026-02-25
6477,144,5,25B,9211,2026-02-26
6478,145,4,25A,4113,2025-10-15
6479,145,1,25A,7124,2025-10-13
6480,145,3,25A,699,2025-10-18
6481,145,4,25A,5574,2025-10-25
6482,145,1,25B,2744,2026-02-13
6483,145,1,25B,2231,2026-02-18
6484,145,4,25B,6847,2026-02-03
6485,145,1,25B,8425,2026-02-05
6486,145,4,25B,7882,2026-02-15
6487,145,4,25B,5801,2026-02-22
6488,145,2,25B,6119,2026-02-16
6489,145,1,25B,4703,2026-02-20
6490,146,3,25A,3339,2025-10-11
6491,146,1,25A,3238,2025-10-11
6492,146,3,25A,15960,2025-10-07
6493,146,2,25A,8256,2025-10-01
6494,146,3,25B,4358,2026-02-06
6495,146,4,25B,2688,2026-02-13
6496,146,5,25B,4762,2026-02-06
6497,146,5,25B,4311,2026-02-05
6498,146,4,25B,2128,2026-02-02
6499,146,3,25B,6677,2026-02-01
6500,147,2,25A,2605,2025-10-06
6501,147,4,25A,8411,2025-10-06
6502,147,3,25A,2095,2025-10-23
6503,147,3,25A,5798,2025-10-07
6504,147,5,25A,3040,2025-10-17
6505,147,2,25A,2963,2025-10-08
6506,147,4,25A,1872,2025-10-05
6507,147,5,25B,3382,2026-02-02
6508,147,4,25B,6386,2026-02-04
6509,147,2,25B,6659,2026-02-15
6510,147,1,25B,3148,2026-02-13
6511,148,4,25A,1166,2025-10-19
6512,148,1,25A,7380,2025-10-04
6513,148,2,25A,4512,2025-10-09
6514,148,1,25B,6401,2026-02-02
6515,148,4,25B,6244,2026-02-15
6516,148,4,25B,9034,2026-02-14
6517,148,5,25B,820,2026-02-02
6518,148,4,25B,9992,2026-02-07
6519,148,2,25B,5262,2026-02-15
6520,148,5,25B,8300,2026-02-14
6521,148,5,25B,1400,2026-02-05
6522,149,4,25A,11281,2025-10-22
6523,149,1,25A,6983,2025-10-05
6524,149,2,25A,6043,2025-10-05
6525,149,3,25A,1979,2025-10-12
6526,149,4,25A,8145,2025-10-19
6527,149,2,25A,3502,2025-10-16
6528,149,3,25A,2875,2025-10-18
6529,149,2,25A,10392,2025-10-03
6530,149,1,25B,2515,2026-02-26
6531,149,2,25B,5596,2026-02-18
6532,149,3,25B,5080,2026-02-25
6533,149,1,25B,1391,2026-02-22
6534,149,1,25B,4240,2026-02-17
6535,149,1,25B,8716,2026-02-25
6536,149,3,25B,3281,2026-02-23
6537,150,1,25A,15554,2025-10-04
6538,150,3,25A,9975,2025-10-20
6539,150,1,25A,8769,2025-10-12
6540,150,5,25A,1376,2025-10-23
6541,150,1,25B,2638,2026-02-05
6542,150,5,25B,4974,2026-02-20
6543,150,3,25B,6243,2026-02-04
6544,150,3,25B,6808,2026-02-09
6545,151,3,25A,6294,2025-10-23
6546,151,1,25A,3243,2025-10-16
6547,151,1,25A,21777,2025-10-23
6548,151,1,25A,6131,2025-10-24
6549,151,5,25A,6187,2025-10-15
6550,151,1,25B,2855,2026-02-11
6551,151,5,25B,20682,2026-02-03
6552,151,4,25B,4298,2026-02-14
6553,151,5,25B,7953,2026-02-14
6554,151,4,25B,4574,2026-02-08
6555,151,4,25B,2979,2026-02-23
6556,151,4,25B,6291,2026-02-03
6557,152,5,25A,8870,2025-10-20
6558,152,3,25A,659,2025-10-09
6559,152,1,25A,7983,2025-10-01
6560,152,1,25A,6411,2025-10-17
6561,152,2,25A,8475,2025-10-01
6562,152,2,25A,656,2025-10-20
6563,152,3,25A,3207,2025-10-22
6564,152,2,25A,5242,2025-10-21
6565,152,3,25B,3456,2026-02-19
6566,152,3,25B,3166,2026-02-20
6567,152,3,25B,3701,2026-02-04
6568,152,4,25B,8163,2026-02-11
6569,153,4,25A,4771,2025-10-16
6570,153,1,25A,8898,2025-10-12
6571,153,1,25A,5164,2025-10-14
6572,153,3,25B,8927,2026-02-12
6573,153,1,25B,8822,2026-02-01
6574,153,1,25B,6584,2026-02-16
6575,153,2,25B,4353,2026-02-06
6576,153,3,25B,2652,2026-02-23
6577,153,3,25B,932,2026-02-21
6578,153,5,25B,5675,2026-02-14
6579,154,1,25A,4656,2025-10-06
6580,154,5,25A,4344,2025-10-16
6581,154,1,25A,1219,2025-10-17
6582,154,5,25A,7325,2025-10-03
6583,154,2,25B,2530,2026-02-21
6584,154,1,25B,3212,2026-02-25
6585,154,2,25B,18652,2026-02-14
6586,155,4,25A,3959,2025-10-09
6587,155,5,25A,3562,2025-10-05
6588,155,5,25A,1841,2025-10-22
6589,155,3,25A,1801,2025-10-05
6590,155,5,25A,3159,2025-10-02
6591,155,4,25B,853,2026-02-18
6592,155,2,25B,3870,2026-02-12
6593,155,3,25B,2306,2026-02-23
6594,155,3,25B,1081,2026-02-24
6595,156,3,25A,3453,2025-10-06
6596,156,2,25A,6809,2025-10-08
6597,156,4,25A,10883,2025-10-02
6598,156,1,25A,2149,2025-10-16
6599,156,1,25B,2593,2026-02-16
6600,156,3,25B,11050,2026-02-02
6601,156,5,25B,12156,2026-02-04
6602,156,2,25B,6616,2026-02-23
6603,156,5,25B,3803,2026-02-19
6604,156,5,25B,6281,2026-02-23
6605,156,5,25B,5333,2026-02-19
6606,157,5,25A,2005,2025-10-06
6607,157,4,25A,2374,2025-10-01
6608,157,2,25A,2701,2025-10-20
6609,157,4,25A,4386,2025-10-17
6610,157,1,25A,8393,2025-10-04
6611,157,5,25A,1090,2025-10-22
6612,157,4,25A,8494,2025-10-11
6613,157,3,25A,19607,2025-10-20
6614,157,3,25B,2499,2026-02-18
6615,157,4,25B,6464,2026-02-18
6616,157,1,25B,6085,2026-02-13
6617,157,2,25B,2335,2026-02-14
6618,157,4,25B,5888,2026-02-07
6619,157,2,25B,1117,2026-02-09
6620,157,5,25B,7663,2026-02-11
6621,157,2,25B,5177,2026-02-04
6622,158,4,25A,7188,2025-10-11
6623,158,2,25A,6989,2025-10-21
6624,158,4,25A,953,2025-10-25
6625,158,4,25A,5043,2025-10-12
6626,158,2,25A,3785,2025-10-21
6627,158,5,25B,6277,2026-02-06
6628,158,1,25B,5808,2026-02-04
6629,158,3,25B,8991,2026-02-06
6630,158,3,25B,8282,2026-02-23
6631,158,1,25B,7734,2026-02-11
6632,158,4,25B,4994,2026-02-25
6633,158,3,25B,2215,2026-02-20
6634,159,4,25A,1413,2025-10-22
6635,159,3,25A,7433,2025-10-23
6636,159,2,25A,3851,2025-10-18
6637,159,2,25A,1147,2025-10-06
6638,159,3,25A,6077,2025-10-14
6639,159,3,25A,4367,2025-10-09
6640,159,5,25B,2203,2026-02-22
6641,159,5,25B,7956,2026-02-03
6642,159,1,25B,1179,2026-02-06
6643,159,2,25B,3250,2026-02-04
6644,159,3,25B,4782,2026-02-05
6645,160,3,25A,13590,2025-10-17
6646,160,5,25A,6075,2025-10-16
6647,160,2,25A,1203,2025-10-04
6648,160,3,25A,6647,2025-10-03
6649,160,2,25A,6633,2025-10-09
6650,160,4,25A,3131,2025-10-14
6651,160,3,25A,3004,2025-10-07
6652,160,5,25A,6047,2025-10-07
6653,160,3,25B,3244,2026-02-20
6654,160,4,25B,4632,2026-02-11
6655,160,5,25B,1641,2026-02-18
6656,161,3,25A,4938,2025-10-20
6657,161,5,25A,3471,2025-10-07
6658,161,4,25A,4723,2025-10-12
6659,161,5,25A,4165,2025-10-21
6660,161,4,25A,1740,2025-10-21
6661,161,4,25A,3986,2025-10-17
6662,161,1,25A,4257,2025-10-15
6663,161,3,25A,1496,2025-10-09
6664,161,4,25B,2096,2026-02-20
6665,161,2,25B,3314,2026-02-04
6666,161,3,25B,6133,2026-02-13
6667,161,1,25B,6714,2026-02-13
6668,161,4,25B,4802,2026-02-09
6669,161,3,25B,4661,2026-02-15
6670,161,1,25B,943,2026-02-14
6671,161,4,25B,1020,2026-02-12
6672,162,4,25A,6557,2025-10-17
6673,162,3,25A,4585,2025-10-02
6674,162,5,25A,2699,2025-10-09
6675,162,3,25A,20016,2025-10-12
6676,162,2,25A,3259,2025-10-11
6677,162,2,25A,5969,2025-10-12
6678,162,1,25B,5266,2026-02-15
6679,162,4,25B,1670,2026-02-10
6680,162,5,25B,16201,2026-02-13
6681,162,1,25B,8175,2026-02-08
6682,162,1,25B,6331,2026-02-06
6683,162,1,25B,9437,2026-02-14
6684,162,1,25B,4374,2026-02-15
6685,163,5,25A,2748,2025-10-18
6686,163,1,25A,5356,2025-10-23
6687,163,4,25A,875,2025-10-11
6688,163,5,25A,7892,2025-10-17
6689,163,3,25B,5039,2026-02-19
6690,163,5,25B,2905,2026-02-09
6691,163,1,25B,7678,2026-02-01
6692,163,5,25B,4252,2026-02-08
6693,163,4,25B,5264,2026-02-21
6694,164,1,25A,12459,2025-10-11
6695,164,5,25A,8807,2025-10-10
